LOC_MSCONS;LOC_PLZ;LOC_EEGKEY;DATE_PERIOD_START;YEAR_PS;MONTH_PS;DAY_PS;HOUR_PS;MINUTE_PS;UTC_PS;DATE_PERIOD_END;YEAR_PE;MONTH_PE;DAY_PE;HOUR_PE;MINUTE_PE;UTC_PE;VALUE
US0001062600000001000000022345671;26000;1E+15;201512011200+01;2015;12;1;12;0;1;201512011200+01;2015;12;1;12;0;1;0,519
US0001062600000001000000022345671;26000;1E+15;201512011200+01;2015;12;1;12;0;1;201512011215+01;2015;12;1;12;15;1;0,519
US0001062600000001000000022345671;26000;1E+15;201512011200+01;2015;12;1;12;0;1;201512011215+01;2015;12;1;12;15;1;0,474
US0001062600000001000000022345671;26000;1E+15;201512011215+01;2015;12;1;12;15;1;201512011215+01;2015;12;1;12;15;1;0,474
US0001062600000001000000022345671;26000;1E+15;201512011215+01;2015;12;1;12;15;1;201512011230+01;2015;12;1;12;30;1;0,474
US0001062600000001000000022345671;26000;1E+15;201512011215+01;2015;12;1;12;15;1;201512011230+01;2015;12;1;12;30;1;0,563
US0001062600000001000000022345671;26000;1E+15;201512011230+01;2015;12;1;12;30;1;201512011230+01;2015;12;1;12;30;1;0,563
US0001062600000001000000022345671;26000;1E+15;201512011230+01;2015;12;1;12;30;1;201512011245+01;2015;12;1;12;45;1;0,563
US0001062600000001000000022345671;26000;1E+15;201512011230+01;2015;12;1;12;30;1;201512011245+01;2015;12;1;12;45;1;0,341
US0001062600000001000000022345671;26000;1E+15;201512011245+01;2015;12;1;12;45;1;201512011245+01;2015;12;1;12;45;1;0,341
US0001062600000001000000022345671;26000;1E+15;201512011245+01;2015;12;1;12;45;1;201512011300+01;2015;12;1;13;0;1;0,341
US0001062600000001000000022345671;26000;1E+15;201512011245+01;2015;12;1;12;45;1;201512011300+01;2015;12;1;13;0;1;0,697
US0001062600000001000000022345671;26000;1E+15;201512011300+01;2015;12;1;13;0;1;201512011300+01;2015;12;1;13;0;1;0,697
US0001062600000001000000022345671;26000;1E+15;201512011300+01;2015;12;1;13;0;1;201512011315+01;2015;12;1;13;15;1;0,697
US0001062600000001000000022345671;26000;1E+15;201512011300+01;2015;12;1;13;0;1;201512011315+01;2015;12;1;13;15;1;1,023
US0001062600000001000000022345671;26000;1E+15;201512011315+01;2015;12;1;13;15;1;201512011315+01;2015;12;1;13;15;1;1,023
US0001062600000001000000022345671;26000;1E+15;201512011315+01;2015;12;1;13;15;1;201512011330+01;2015;12;1;13;30;1;1,023
US0001062600000001000000022345671;26000;1E+15;201512011315+01;2015;12;1;13;15;1;201512011330+01;2015;12;1;13;30;1;0,459
US0001062600000001000000022345671;26000;1E+15;201512011330+01;2015;12;1;13;30;1;201512011330+01;2015;12;1;13;30;1;0,459
US0001062600000001000000022345671;26000;1E+15;201512011330+01;2015;12;1;13;30;1;201512011345+01;2015;12;1;13;45;1;0,459
US0001062600000001000000022345671;26000;1E+15;201512011330+01;2015;12;1;13;30;1;201512011345+01;2015;12;1;13;45;1;0,904
US0001062600000001000000022345671;26000;1E+15;201512011345+01;2015;12;1;13;45;1;201512011345+01;2015;12;1;13;45;1;0,904
US0001062600000001000000022345671;26000;1E+15;201512011345+01;2015;12;1;13;45;1;201512011400+01;2015;12;1;14;0;1;0,904
US0001062600000001000000022345671;26000;1E+15;201512011345+01;2015;12;1;13;45;1;201512011400+01;2015;12;1;14;0;1;0,6
US0001062600000001000000022345671;26000;1E+15;201512011400+01;2015;12;1;14;0;1;201512011400+01;2015;12;1;14;0;1;0,6
US0001062600000001000000022345671;26000;1E+15;201512011400+01;2015;12;1;14;0;1;201512011415+01;2015;12;1;14;15;1;0,6
US0001062600000001000000022345671;26000;1E+15;201512011400+01;2015;12;1;14;0;1;201512011415+01;2015;12;1;14;15;1;0,637
US0001062600000001000000022345671;26000;1E+15;201512011415+01;2015;12;1;14;15;1;201512011415+01;2015;12;1;14;15;1;0,637
US0001062600000001000000022345671;26000;1E+15;201512011415+01;2015;12;1;14;15;1;201512011430+01;2015;12;1;14;30;1;0,637
US0001062600000001000000022345671;26000;1E+15;201512011415+01;2015;12;1;14;15;1;201512011430+01;2015;12;1;14;30;1;0,43
US0001062600000001000000022345671;26000;1E+15;201512011430+01;2015;12;1;14;30;1;201512011430+01;2015;12;1;14;30;1;0,43
US0001062600000001000000022345671;26000;1E+15;201512011430+01;2015;12;1;14;30;1;201512011445+01;2015;12;1;14;45;1;0,43
US0001062600000001000000022345671;26000;1E+15;201512011430+01;2015;12;1;14;30;1;201512011445+01;2015;12;1;14;45;1;0,222
US0001062600000001000000022345671;26000;1E+15;201512011445+01;2015;12;1;14;45;1;201512011445+01;2015;12;1;14;45;1;0,222
US0001062600000001000000022345671;26000;1E+15;201512011445+01;2015;12;1;14;45;1;201512011500+01;2015;12;1;15;0;1;0,222
